779 1579155510 111.000000 -1.000000 -101.000000 0.000000 0.000000
779 1579155511 111.000000 -1.000000 -101.000000 0.000000 0.000000
779 1579155512 111.000000 -1.000000 -101.000000 0.000000 0.000000
779 1579155513 111.000000 -1.000000 -101.000000 0.000000 0.000000
779 1579155514 111.000000 -1.000000 -101.000000 0.000000 0.000000
779 1579155579 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155578 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155577 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155576 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155575 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155574 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155573 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155572 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155571 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155570 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155559 30.000000 -1.000000 30.000000 30.000000 2700.000000
779 1579155558 30.000000 -1.000000 30.000000 30.000000 2700.000000
779 1579155557 30.000000 -1.000000 30.000000 30.000000 2700.000000
779 1579155556 30.000000 -1.000000 30.000000 30.000000 2700.000000
779 1579155555 30.000000 -1.000000 30.000000 30.000000 2700.000000
779 1579155534 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155533 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155532 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155531 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155530 3.000000 -1.000000 3.000000 3.000000 27.000000
779 1579155524 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155523 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155522 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155521 6.000000 -1.000000 6.000000 6.000000 108.000000
779 1579155520 6.000000 -1.000000 6.000000 6.000000 108.000000
813 1579155579 3.000000 -1.000000 3.000000 3.000000 27.000000
813 1579155578 3.000000 -1.000000 3.000000 3.000000 27.000000
813 1579155577 3.000000 -1.000000 3.000000 3.000000 27.000000
813 1579155576 3.000000 -1.000000 3.000000 3.000000 27.000000
813 1579155575 3.000000 -1.000000 3.000000 3.000000 27.000000
769 1579155509 3.000000 -1.000000 3.000000 3.000000 27.000000
769 1579155508 3.000000 -1.000000 3.000000 3.000000 27.000000
769 1579155507 3.000000 -1.000000 3.000000 3.000000 27.000000
769 1579155506 3.000000 -1.000000 3.000000 3.000000 27.000000
769 1579155505 3.000000 -1.000000 3.000000 3.000000 27.000000
