offline_datapoint_11 1579155748 251405.000
offline_datapoint_26 1579155748 4962.000
offline_datapoint_9 1579155748 134606848.000
offline_datapoint_3 1579155748 4487417856.000
offline_datapoint_8 1579155746 1883.657
offline_datapoint_1 1579155746 0.333
offline_datapoint_20 1579155746 0.333
offline_datapoint_14 1579155748 186429440.000
offline_datapoint_27 1579155748 411107328.000
offline_datapoint_22 1579155748 0.000
offline_datapoint_5 1579155748 1693.000
offline_datapoint_29 1579155746 0.185
offline_datapoint_10 1579155746 99.861
offline_datapoint_23 1579155746 10752.000
offline_datapoint_4 1579155746 0.002
offline_datapoint_17 1579155746 1.667
offline_datapoint_30 1579155746 0.000
offline_datapoint_6 1579155746 0.521
offline_datapoint_25 1579155746 1.823
offline_datapoint_18 1579155746 22.009
offline_datapoint_12 1579155746 24.288
offline_datapoint_13 1579155746 9153.919
offline_datapoint_21 1579155748 3423068160.000
offline_datapoint_7 1579155748 3165663232.000
offline_datapoint_24 1579155746 0.000
offline_datapoint_2 1579155748 76941.000
offline_datapoint_15 1579155748 5044.000
offline_datapoint_28 1579155748 0.000
offline_datapoint_0 1579155746 9328.311
offline_datapoint_16 1579155746 805.182
offline_datapoint_19 1579155748 0.000
offline_datapoint_11 1579155751 251405.000
offline_datapoint_26 1579155751 4938.000
offline_datapoint_9 1579155751 137273344.000
offline_datapoint_3 1579155751 4511657984.000
offline_datapoint_8 1579155749 6637.888
offline_datapoint_1 1579155749 16.856
offline_datapoint_20 1579155749 91.734
offline_datapoint_14 1579155751 186683392.000
offline_datapoint_27 1579155751 411832320.000
offline_datapoint_22 1579155751 0.000
offline_datapoint_5 1579155751 1726.000
offline_datapoint_29 1579155749 0.490
offline_datapoint_10 1579155749 98.776
offline_datapoint_23 1579155749 6690.133
offline_datapoint_4 1579155749 0.005
offline_datapoint_17 1579155749 9.724
offline_datapoint_30 1579155749 0.000
offline_datapoint_6 1579155749 0.633
offline_datapoint_25 1579155749 7.850
offline_datapoint_18 1579155749 18.980
offline_datapoint_12 1579155749 20.322
offline_datapoint_13 1579155749 9174.460
offline_datapoint_21 1579155751 3431297024.000
offline_datapoint_7 1579155751 3175120896.000
offline_datapoint_24 1579155749 0.000
offline_datapoint_2 1579155751 76941.000
offline_datapoint_15 1579155751 5044.000
offline_datapoint_28 1579155751 0.000
offline_datapoint_0 1579155749 9458.436
offline_datapoint_16 1579155749 26.097
offline_datapoint_19 1579155751 0.000
offline_datapoint_11 1579155754 251405.000
offline_datapoint_26 1579155754 4929.000
offline_datapoint_9 1579155754 137322496.000
offline_datapoint_3 1579155754 4519329792.000
offline_datapoint_8 1579155752 952.540
offline_datapoint_1 1579155752 0.343
offline_datapoint_20 1579155752 0.343
offline_datapoint_14 1579155754 186814464.000
offline_datapoint_27 1579155754 411869184.000
offline_datapoint_22 1579155754 0.000
offline_datapoint_5 1579155754 1725.000
offline_datapoint_29 1579155752 2.358
offline_datapoint_10 1579155752 96.402
offline_datapoint_23 1579155752 80896.000
offline_datapoint_4 1579155752 0.024
offline_datapoint_17 1579155752 5.494
offline_datapoint_30 1579155752 0.000
offline_datapoint_6 1579155752 0.671
offline_datapoint_25 1579155752 4.427
offline_datapoint_18 1579155752 0.622
offline_datapoint_12 1579155752 3.223
offline_datapoint_13 1579155752 3916.477
offline_datapoint_21 1579155754 3431202816.000
offline_datapoint_7 1579155754 3175325696.000
offline_datapoint_24 1579155752 0.000
offline_datapoint_2 1579155754 76941.000
offline_datapoint_15 1579155754 5044.000
offline_datapoint_28 1579155754 0.000
offline_datapoint_0 1579155752 3525.262
offline_datapoint_16 1579155752 27.635
offline_datapoint_19 1579155754 0.000
offline_datapoint_11 1579155757 251405.000
offline_datapoint_26 1579155757 4930.000
offline_datapoint_9 1579155757 136273920.000
offline_datapoint_3 1579155757 4519129088.000
offline_datapoint_8 1579155755 66.590
offline_datapoint_1 1579155755 0.000
offline_datapoint_20 1579155755 0.000
offline_datapoint_14 1579155757 186802176.000
offline_datapoint_27 1579155757 411885568.000
offline_datapoint_22 1579155757 0.000
offline_datapoint_5 1579155757 1720.000
offline_datapoint_29 1579155755 0.129
offline_datapoint_10 1579155755 99.908
offline_datapoint_23 1579155755 16384.000
offline_datapoint_4 1579155755 0.001
offline_datapoint_17 1579155755 0.999
offline_datapoint_30 1579155755 0.000
offline_datapoint_6 1579155755 0.130
offline_datapoint_25 1579155755 0.911
offline_datapoint_18 1579155755 0.022
offline_datapoint_12 1579155755 1.584
offline_datapoint_13 1579155755 3469.486
offline_datapoint_21 1579155757 3431206912.000
offline_datapoint_7 1579155757 3175350272.000
offline_datapoint_24 1579155755 0.000
offline_datapoint_2 1579155757 76941.000
offline_datapoint_15 1579155757 5044.000
offline_datapoint_28 1579155757 0.000
offline_datapoint_0 1579155755 3467.819
offline_datapoint_16 1579155755 12.334
offline_datapoint_19 1579155757 0.000
offline_datapoint_11 1579155760 251405.000
offline_datapoint_26 1579155760 4932.000
offline_datapoint_9 1579155760 134868992.000
offline_datapoint_3 1579155760 4519063552.000
offline_datapoint_8 1579155758 23.334
offline_datapoint_1 1579155758 0.000
offline_datapoint_20 1579155758 0.000
offline_datapoint_14 1579155760 186806272.000
offline_datapoint_27 1579155760 411852800.000
offline_datapoint_22 1579155760 0.000
offline_datapoint_5 1579155760 1720.000
offline_datapoint_29 1579155758 0.590
offline_datapoint_10 1579155758 97.795
offline_datapoint_23 1579155758 9671.111
offline_datapoint_4 1579155758 0.006
offline_datapoint_17 1579155758 12.001
offline_datapoint_30 1579155758 0.000
offline_datapoint_6 1579155758 0.260
offline_datapoint_25 1579155758 0.521
offline_datapoint_18 1579155758 3.656
offline_datapoint_12 1579155758 5.218
offline_datapoint_13 1579155758 4421.059
offline_datapoint_21 1579155760 3430989824.000
offline_datapoint_7 1579155760 3175460864.000
offline_datapoint_24 1579155758 0.000
offline_datapoint_2 1579155760 76941.000
offline_datapoint_15 1579155760 5044.000
offline_datapoint_28 1579155760 0.000
offline_datapoint_0 1579155758 4923.210
offline_datapoint_16 1579155758 27.657
offline_datapoint_19 1579155760 0.000
offline_datapoint_11 1579155763 251405.000
offline_datapoint_26 1579155763 4932.000
offline_datapoint_9 1579155763 133795840.000
offline_datapoint_3 1579155763 4518895616.000
offline_datapoint_8 1579155761 2025.597
offline_datapoint_1 1579155761 0.000
offline_datapoint_20 1579155761 0.000
offline_datapoint_14 1579155763 186458112.000
offline_datapoint_27 1579155763 411869184.000
offline_datapoint_22 1579155763 0.000
offline_datapoint_5 1579155763 1718.000
offline_datapoint_29 1579155761 1.646
offline_datapoint_10 1579155761 94.890
offline_datapoint_23 1579155761 19034.353
offline_datapoint_4 1579155761 0.016
offline_datapoint_17 1579155761 16.994
offline_datapoint_30 1579155761 1.000
offline_datapoint_6 1579155761 0.130
offline_datapoint_25 1579155761 2.734
offline_datapoint_18 1579155761 0.000
offline_datapoint_12 1579155761 1.163
offline_datapoint_13 1579155761 3303.217
offline_datapoint_21 1579155763 3431067648.000
offline_datapoint_7 1579155763 3174096896.000
offline_datapoint_24 1579155761 0.000
offline_datapoint_2 1579155763 76941.000
offline_datapoint_15 1579155763 5044.000
offline_datapoint_28 1579155763 0.000
offline_datapoint_0 1579155761 3182.197
offline_datapoint_16 1579155761 31.005
offline_datapoint_19 1579155763 0.000
offline_datapoint_11 1579155766 251405.000
offline_datapoint_26 1579155766 4932.000
offline_datapoint_9 1579155766 134057984.000
offline_datapoint_3 1579155766 4518895616.000
offline_datapoint_8 1579155764 45.674
offline_datapoint_1 1579155764 0.000
offline_datapoint_20 1579155764 0.000
offline_datapoint_14 1579155766 186445824.000
offline_datapoint_27 1579155766 411910144.000
offline_datapoint_22 1579155766 0.000
offline_datapoint_5 1579155766 1717.000
offline_datapoint_29 1579155764 1.305
offline_datapoint_10 1579155764 97.063
offline_datapoint_23 1579155764 16725.333
offline_datapoint_4 1579155764 0.013
offline_datapoint_17 1579155764 4.001
offline_datapoint_30 1579155764 0.000
offline_datapoint_6 1579155764 0.130
offline_datapoint_25 1579155764 0.391
offline_datapoint_18 1579155764 1.045
offline_datapoint_12 1579155764 1.696
offline_datapoint_13 1579155764 3389.721
offline_datapoint_21 1579155766 3430998016.000
offline_datapoint_7 1579155766 3174137856.000
offline_datapoint_24 1579155764 0.000
offline_datapoint_2 1579155766 76941.000
offline_datapoint_15 1579155766 5044.000
offline_datapoint_28 1579155766 0.000
offline_datapoint_0 1579155764 3355.051
offline_datapoint_16 1579155764 22.669
offline_datapoint_19 1579155766 0.000
offline_datapoint_11 1579155769 251405.000
offline_datapoint_26 1579155769 4932.000
offline_datapoint_9 1579155769 134066176.000
offline_datapoint_3 1579155769 4518768640.000
offline_datapoint_8 1579155767 41.005
offline_datapoint_1 1579155767 0.000
